dr,c_analytique
0.006329113924050633,7.0
0.006329113924050633,7.000801153661272
0.006329113924050633,7.003204614645089
0.006329113924050633,7.007210382951451
0.006329113924050633,7.012818458580356
0.006329113924050633,7.020028841531806
0.006329113924050633,7.0288415318058
0.006329113924050633,7.03925652940234
0.006329113924050633,7.051273834321423
0.006329113924050633,7.064893446563051
0.006329113924050633,7.080115366127223
0.006329113924050633,7.09693959301394
0.006329113924050633,7.115366127223202
0.006329113924050633,7.135394968755007
0.006329113924050633,7.157026117609357
0.006329113924050633,7.180259573786252
0.006329113924050633,7.205095337285691
0.006329113924050633,7.231533408107675
0.006329113924050633,7.2595737862522025
0.006329113924050633,7.289216471719276
0.006329113924050633,7.320461464508893
0.006329113924050633,7.353308764621055
0.006329113924050633,7.38775837205576
0.006329113924050633,7.42381028681301
0.006329113924050633,7.4614645088928055
0.006329113924050633,7.500721038295145
0.006329113924050633,7.5415798750200285
0.006329113924050633,7.584041019067457
0.006329113924050633,7.62810447043743
0.006329113924050633,7.673770229129947
0.006329113924050633,7.721038295145009
0.006329113924050633,7.769908668482615
0.006329113924050633,7.820381349142766
0.006329113924050633,7.872456337125461
0.006329113924050633,7.9261336324307
0.006329113924050633,7.9814132350584845
0.006329113924050633,8.038295145008814
0.006329113924050633,8.096779362281685
0.006329113924050633,8.156865886877103
0.006329113924050633,8.218554718795065
0.006329113924050633,8.28184585803557
0.006329113924050633,8.346739304598621
0.006329113924050633,8.413235058484217
0.006329113924050633,8.481333119692358
0.006329113924050633,8.551033488223041
0.006329113924050633,8.62233616407627
0.006329113924050633,8.695241147252043
0.006329113924050633,8.76974843775036
0.006329113924050633,8.845858035571222
0.006329113924050633,8.923569940714629
0.006329113924050633,9.002884153180581
0.006329113924050633,9.083800672969076
0.006329113924050633,9.166319500080114
0.006329113924050633,9.2504406345137
0.006329113924050633,9.336164076269828
0.006329113924050633,9.4234898253485
0.006329113924050633,9.51241788174972
0.006329113924050633,9.602948245473481
0.006329113924050633,9.695080916519789
0.006329113924050633,9.78881589488864
0.006329113924050633,9.884153180580036
0.006329113924050633,9.981092773593975
0.006329113924050633,10.07963467393046
0.006329113924050633,10.179778881589488
0.006329113924050633,10.281525396571062
0.006329113924050633,10.38487421887518
0.006329113924050633,10.489825348501842
0.006329113924050633,10.59637878545105
0.006329113924050633,10.704534529722801
0.006329113924050633,10.814292581317096
0.006329113924050633,10.925652940233936
0.006329113924050633,11.038615606473321
0.006329113924050633,11.15318058003525
0.006329113924050633,11.269347860919725
0.006329113924050633,11.387117449126743
0.006329113924050633,11.506489344656305
0.006329113924050633,11.627463547508412
0.006329113924050633,11.750040057683064
0.006329113924050633,11.87421887518026
0.006329113924050633,12.0
